record_id,timestamp,shipment_id,candidate_route_id,origin,destination,cargo_type,cargo_weight_kg,priority,airline,season,shc_code,num_connections,distance_km,total_transit_time_hours,capacity_available_kg,reliability_score,weather_risk_score,load_factor,cost_sar,optimization_score
RTE_014790,2025-05-03 17:03:08,SHP_003283,CR_02,HKG,JED,Heavy,8958.39,Economy,Turkish Cargo,Spring,HEA,1,6304.0,20.6,28284.71,0.855,0.093,0.748,32481.95,0.6268
RTE_002102,2025-06-08 14:03:06,SHP_000467,CR_04,LHR,JED,Pharmaceutical,1372.26,Standard,UPS Airlines,Summer,ELI,1,4738.0,17.97,2727.39,0.878,0.249,0.637,6090.92,0.4209
RTE_013664,2025-07-30 07:38:39,SHP_003037,CR_04,LAX,JED,General,1667.36,Standard,Cargolux,Summer,GEN,2,13438.0,30.18,3499.25,0.747,0.211,0.644,7719.44,0.463
RTE_000102,2025-11-24 02:11:17,SHP_000023,CR_04,DOH,JED,Dangerous,3388.95,Express,Saudia Cargo,Monsoon,DGR,1,1306.0,10.03,9113.94,0.871,0.109,0.698,19499.1,0.4824
RTE_012106,2025-11-08 08:34:05,SHP_002694,CR_03,NBO,JED,Heavy,13606.88,Economy,Lufthansa Cargo,Monsoon,HEA,2,2728.0,21.27,40956.69,0.677,0.236,0.776,39855.2,0.3613
RTE_006464,2025-11-08 20:22:19,SHP_001440,CR_01,ATL,JED,General,426.94,Standard,Singapore Airlines Cargo,Monsoon,GEN,1,11182.0,27.72,1090.37,0.843,0.428,0.671,2535.04,0.3975
RTE_013313,2026-01-20 05:44:01,SHP_002961,CR_02,RUH,JED,General,3692.62,Standard,Saudia Cargo,Winter,GEN,1,856.0,9.8,8019.89,0.841,0.391,0.707,12178.13,0.342
RTE_017581,2025-07-14 20:46:57,SHP_003915,CR_05,ATL,JED,Pharmaceutical,256.94,Express,Qatar Airways Cargo,Summer,ELM,1,11090.0,18.07,527.12,0.916,0.266,0.903,4092.64,0.6135
RTE_002744,2025-12-19 10:25:18,SHP_000616,CR_04,SIN,JED,Valuable,519.02,Express,Cargolux,Winter,VAL,1,7074.0,17.13,1728.0,0.865,0.266,0.609,6372.59,0.4892
RTE_012649,2026-01-14 22:07:13,SHP_002815,CR_02,LAX,JED,Heavy,14185.16,Express,FedEx Express,Winter,HEA,0,13549.0,16.18,27876.08,0.912,0.561,0.747,104237.53,0.5057
RTE_018081,2026-02-02 12:08:58,SHP_004029,CR_03,FRA,JED,Valuable,952.14,Express,Lufthansa Cargo,Winter,VAL,2,4273.0,18.7,2994.33,0.822,0.068,0.741,8887.96,0.3324
RTE_004195,2025-03-29 22:30:42,SHP_000941,CR_01,PVG,JED,Heavy,5920.75,Standard,Qatar Airways Cargo,Spring,HEA,2,8015.0,21.76,16923.61,0.667,0.508,0.749,22749.93,0.5173
RTE_008669,2025-04-17 17:31:34,SHP_001931,CR_04,LAX,JED,Perishable,2529.67,Express,Lufthansa Cargo,Spring,PER,2,13581.0,27.42,3991.13,0.766,0.274,0.614,16093.26,0.3821
RTE_017287,2025-07-05 18:31:38,SHP_003850,CR_04,ATL,JED,Heavy,3188.6,Economy,Emirates SkyCargo,Summer,HEA,1,11094.0,22.32,6570.15,0.81,0.29,0.718,16357.9,0.56
RTE_020276,2025-11-08 18:52:48,SHP_004511,CR_03,LHR,JED,Heavy,12813.92,Express,Etihad Cargo,Monsoon,HEA,0,4823.0,7.85,21876.34,0.989,0.157,0.495,73605.16,0.8441
RTE_004345,2025-07-08 13:41:31,SHP_000974,CR_02,NBO,JED,Valuable,491.75,Express,Turkish Cargo,Summer,VAL,1,2831.0,9.04,1665.72,0.829,0.559,0.708,3995.22,0.6791
RTE_012301,2025-08-10 21:53:30,SHP_002737,CR_01,LHR,JED,General,748.55,Economy,Cargolux,Summer,GEN,1,4692.0,18.88,1018.31,0.781,0.308,0.789,3277.16,0.2723
RTE_002731,2025-07-12 09:53:20,SHP_000613,CR_05,AMS,JED,Dangerous,1112.5,Standard,UPS Airlines,Summer,CAO,1,4493.0,12.9,3877.01,0.819,0.193,0.674,7832.68,0.8957
RTE_000397,2025-03-18 18:40:58,SHP_000085,CR_03,IST,JED,Dangerous,604.77,Economy,Cargolux,Spring,CAO,1,2357.0,10.16,1950.97,0.85,0.214,0.771,5791.01,0.4173
RTE_001665,2025-03-01 09:07:02,SHP_000370,CR_03,AMS,JED,Pharmaceutical,1707.37,Standard,Saudia Cargo,Spring,ELM,1,4578.0,13.01,2676.63,0.889,0.148,0.623,9794.04,0.7126
RTE_007285,2025-11-08 11:04:27,SHP_001623,CR_02,RUH,JED,Heavy,9646.81,Economy,FedEx Express,Monsoon,HEA,1,936.0,11.04,16043.75,0.768,0.488,0.807,29203.21,0.4155
RTE_015172,2025-03-23 23:34:20,SHP_003371,CR_04,DEL,JED,Perishable,2284.71,Express,Cargolux,Spring,ICE,1,3809.0,11.34,4056.78,0.823,0.225,0.804,10732.43,0.598
RTE_005200,2025-04-22 01:13:59,SHP_001165,CR_02,BOM,JED,Perishable,140.68,Express,Etihad Cargo,Spring,ICE,0,3796.0,6.68,340.72,0.97,0.391,0.768,3588.09,0.99
RTE_001477,2025-10-04 08:28:14,SHP_000327,CR_02,FRA,JED,Perishable,647.22,Standard,Cargolux,Monsoon,ICE,1,4355.0,14.06,1532.06,0.851,0.301,0.707,3519.77,0.593
RTE_017756,2025-07-31 00:29:18,SHP_003954,CR_03,JFK,JED,Heavy,13442.15,Economy,Singapore Airlines Cargo,Summer,HEA,1,10243.0,24.32,20269.83,0.8,0.409,0.788,52243.02,0.2831
RTE_004780,2025-11-16 16:27:27,SHP_001070,CR_01,JNB,JED,Valuable,688.21,Express,FedEx Express,Monsoon,VAL,2,6487.0,22.5,1954.84,0.861,0.234,0.743,6113.76,0.1311
RTE_003590,2025-12-09 22:42:32,SHP_000806,CR_03,MAD,JED,Heavy,7655.83,Standard,UPS Airlines,Winter,HEA,0,4548.0,9.09,12509.02,0.904,0.636,0.481,36038.33,0.5106
RTE_017787,2025-04-06 16:18:45,SHP_003961,CR_03,ADD,JED,General,2900.9,Standard,Etihad Cargo,Spring,GEN,1,1712.0,8.01,6276.12,0.876,0.211,0.751,9629.31,0.6662
RTE_020724,2025-11-22 22:06:23,SHP_004609,CR_06,DEL,JED,Valuable,375.89,Standard,Saudia Cargo,Monsoon,VAL,0,3847.0,7.97,779.62,0.959,0.128,0.724,3377.55,0.99
RTE_006651,2025-08-07 16:46:55,SHP_001484,CR_03,MAD,JED,Dangerous,2488.34,Express,Emirates SkyCargo,Summer,CAO,1,4523.0,10.28,3903.47,0.883,0.235,0.757,16627.8,0.6822
RTE_000636,2025-08-26 02:15:55,SHP_000139,CR_05,HKG,JED,Perishable,2293.0,Standard,Singapore Airlines Cargo,Summer,PER,1,6351.0,19.07,5126.19,0.856,0.189,0.958,8761.88,0.4911
RTE_000818,2025-04-09 13:06:06,SHP_000177,CR_02,ORD,JED,General,2840.36,Standard,Cargolux,Spring,GEN,1,10767.0,25.53,8931.28,0.833,0.051,0.827,13506.8,0.4006
RTE_015932,2025-07-12 06:50:59,SHP_003541,CR_01,ADD,JED,Dangerous,2960.95,Standard,Emirates SkyCargo,Summer,CAO,2,1913.0,13.35,4150.74,0.755,0.252,0.798,12999.52,0.2408
RTE_016297,2025-05-12 00:24:02,SHP_003625,CR_05,PVG,JED,Valuable,357.5,Standard,FedEx Express,Spring,VAL,0,8031.0,14.0,1012.9,0.943,0.059,0.79,3125.76,0.99
RTE_003342,2025-12-22 03:33:05,SHP_000750,CR_05,PVG,JED,Perishable,1308.65,Standard,Qatar Airways Cargo,Winter,FRO,2,7923.0,28.58,2291.4,0.797,0.301,0.822,7165.94,0.3719
RTE_018949,2025-07-23 20:30:27,SHP_004222,CR_03,LAX,JED,Valuable,951.32,Standard,Cargolux,Summer,VAL,1,13315.0,26.66,2134.93,0.821,0.354,0.709,9543.44,0.4058
RTE_000051,2025-12-04 23:28:09,SHP_000011,CR_04,ATL,JED,Dangerous,2002.79,Standard,FedEx Express,Winter,DGR,1,11221.0,22.98,5846.53,0.856,0.146,0.848,11343.8,0.5511
RTE_017091,2025-05-23 11:47:04,SHP_003804,CR_02,PVG,JED,Valuable,563.49,Express,FedEx Express,Spring,VAL,0,8070.0,11.17,1652.29,0.99,0.058,0.599,6675.41,0.99
RTE_006535,2025-06-14 13:17:10,SHP_001456,CR_04,NRT,JED,Valuable,37.97,Economy,Lufthansa Cargo,Summer,VAL,2,9475.0,29.58,93.52,0.752,0.183,0.705,4435.64,0.2803
RTE_009621,2025-10-11 02:15:04,SHP_002148,CR_02,CAI,JED,Heavy,7072.85,Economy,Turkish Cargo,Monsoon,HEA,0,1160.0,6.56,20032.02,0.879,0.306,0.736,25938.54,0.7969
RTE_009133,2026-02-19 23:19:04,SHP_002035,CR_04,MIA,JED,Pharmaceutical,1189.81,Economy,Turkish Cargo,Winter,ELM,2,11651.0,34.71,2875.76,0.787,0.603,0.91,7796.03,0.2704
RTE_005046,2025-10-22 05:45:27,SHP_001131,CR_02,LAX,JED,Pharmaceutical,394.72,Express,Cargolux,Monsoon,ELM,0,13367.0,16.43,690.36,0.969,0.215,0.589,4343.26,0.99
RTE_000708,2025-09-19 16:59:49,SHP_000154,CR_01,ORD,JED,Heavy,14345.77,Standard,Turkish Cargo,Monsoon,HEA,0,10650.0,17.51,43523.83,0.939,0.096,0.759,76768.38,0.7969
RTE_001687,2025-10-22 00:33:39,SHP_000375,CR_01,ATL,JED,Pharmaceutical,475.0,Economy,Etihad Cargo,Monsoon,ELM,2,11144.0,30.4,784.98,0.727,0.368,0.675,5748.72,0.0637
RTE_009413,2025-11-11 21:57:29,SHP_002102,CR_03,AMS,JED,Valuable,910.84,Standard,Qatar Airways Cargo,Monsoon,VAL,1,4690.0,14.32,2725.35,0.886,0.194,0.657,5168.01,0.7661
RTE_005358,2025-08-06 04:33:24,SHP_001198,CR_04,RUH,JED,Dangerous,1966.16,Express,Turkish Cargo,Summer,DGR,1,820.0,10.11,3592.63,0.843,0.421,0.889,10556.44,0.4687
RTE_004102,2025-05-25 01:33:46,SHP_000919,CR_03,HKG,JED,General,723.43,Express,Qatar Airways Cargo,Spring,GEN,1,6455.0,14.32,2079.55,0.907,0.159,0.764,6460.19,0.7516
RTE_002778,2025-04-30 02:15:33,SHP_000624,CR_01,ICN,JED,Perishable,920.82,Express,Saudia Cargo,Spring,PER,0,8501.0,12.39,1925.22,0.921,0.426,0.722,6700.36,0.9085
RTE_006429,2025-10-22 09:23:45,SHP_001432,CR_01,LAX,JED,Dangerous,1214.62,Express,Qatar Airways Cargo,Monsoon,CAO,1,13490.0,23.96,3312.3,0.89,0.191,0.826,11086.31,0.6463
RTE_000725,2025-04-21 17:33:35,SHP_000158,CR_01,JNB,JED,Valuable,974.66,Standard,Etihad Cargo,Spring,VAL,2,6412.0,24.19,1484.13,0.757,0.167,0.752,4603.21,0.3793
RTE_019248,2025-07-08 13:04:43,SHP_004286,CR_03,KWI,JED,General,616.65,Economy,Turkish Cargo,Summer,GEN,2,1127.0,16.03,1831.45,0.714,0.379,0.883,5724.64,0.1203
RTE_016605,2025-09-18 21:15:30,SHP_003693,CR_03,MAD,JED,Valuable,286.09,Economy,Singapore Airlines Cargo,Monsoon,VAL,1,4543.0,12.45,509.12,0.776,0.13,0.742,4264.28,0.4102
RTE_000837,2025-08-13 11:33:42,SHP_000182,CR_01,PVG,JED,Dangerous,1758.4,Standard,Qatar Airways Cargo,Summer,CAO,1,8164.0,17.14,4926.42,0.835,0.735,0.638,9741.26,0.4659
RTE_009469,2025-12-06 15:42:10,SHP_002115,CR_01,CDG,JED,Dangerous,712.78,Standard,Lufthansa Cargo,Winter,DGR,1,4540.0,15.06,1317.88,0.871,0.211,0.75,6759.88,0.4778
RTE_016520,2025-03-17 22:05:35,SHP_003674,CR_03,CAI,JED,Pharmaceutical,486.82,Standard,Etihad Cargo,Spring,ELI,2,1193.0,15.7,988.65,0.832,0.282,0.779,3580.49,0.4343
RTE_000434,2025-08-21 07:04:33,SHP_000093,CR_02,IST,JED,Perishable,1720.75,Express,Saudia Cargo,Summer,FRO,0,2514.0,6.23,3835.83,0.979,0.082,0.651,12430.09,0.7798
RTE_006668,2025-06-18 16:52:49,SHP_001488,CR_02,DOH,JED,Pharmaceutical,1517.92,Express,UPS Airlines,Summer,ELM,0,1402.0,4.37,4738.47,0.977,0.133,0.628,11557.09,0.81
RTE_013378,2025-08-08 16:31:02,SHP_002976,CR_01,IST,JED,Heavy,14884.35,Economy,Lufthansa Cargo,Summer,HEA,0,2303.0,5.48,35849.45,0.918,0.114,0.887,53478.19,0.7826
RTE_012512,2025-11-28 00:35:03,SHP_002786,CR_03,HKG,JED,Heavy,6570.82,Standard,Lufthansa Cargo,Monsoon,HEA,1,6401.0,17.26,17383.03,0.842,0.099,0.705,26041.54,0.6004
RTE_011425,2025-10-21 16:12:55,SHP_002546,CR_02,RUH,JED,Dangerous,1515.64,Economy,Singapore Airlines Cargo,Monsoon,DGR,1,716.0,8.26,3071.99,0.813,0.193,0.677,7141.8,0.6716
RTE_017084,2026-01-06 07:22:00,SHP_003802,CR_03,BOM,JED,Pharmaceutical,1856.35,Standard,Lufthansa Cargo,Winter,ELM,1,3931.0,13.3,3910.52,0.834,0.534,0.792,8204.23,0.2892
RTE_012462,2025-08-07 18:00:35,SHP_002776,CR_02,DEL,JED,General,1130.5,Standard,UPS Airlines,Summer,GEN,2,3749.0,18.13,1671.79,0.842,0.123,0.69,3872.0,0.5306
RTE_020418,2026-02-19 22:59:47,SHP_004543,CR_04,BRU,JED,Perishable,2626.55,Standard,Lufthansa Cargo,Winter,FRO,1,4550.0,15.91,6018.15,0.908,0.201,0.779,9525.48,0.5243
RTE_001027,2025-06-12 22:17:52,SHP_000223,CR_02,ORD,JED,Valuable,314.32,Standard,Turkish Cargo,Summer,VAL,0,11052.0,16.08,584.5,0.823,0.664,0.712,6279.06,0.4516
RTE_017500,2025-08-07 18:22:47,SHP_003898,CR_03,LAX,JED,Dangerous,3747.55,Express,Emirates SkyCargo,Summer,CAO,0,13351.0,20.82,5731.79,0.964,0.383,0.703,33014.23,0.479
RTE_019215,2025-08-23 09:27:47,SHP_004279,CR_01,LAX,JED,General,4086.41,Express,Emirates SkyCargo,Summer,GEN,1,13336.0,22.08,7743.77,0.868,0.376,0.705,23463.86,0.3395
RTE_018780,2025-08-12 06:47:28,SHP_004186,CR_04,BOM,JED,Perishable,56.5,Economy,Turkish Cargo,Summer,ICE,0,3832.0,9.4,133.18,0.843,0.407,0.776,1961.97,0.8551
RTE_020556,2025-08-13 23:03:50,SHP_004572,CR_04,AMS,JED,General,3697.08,Express,Saudia Cargo,Summer,GEN,0,4856.0,7.32,5444.97,0.934,0.275,0.753,20003.87,0.652
RTE_013817,2025-05-10 03:17:17,SHP_003072,CR_03,DXB,JED,Dangerous,2555.09,Economy,Emirates SkyCargo,Spring,CAO,1,1741.0,12.43,5616.96,0.738,0.67,0.692,9451.35,0.3868
RTE_005036,2025-05-30 01:22:31,SHP_001129,CR_02,MAD,JED,Perishable,2478.86,Express,Saudia Cargo,Spring,PER,2,4541.0,13.8,3790.74,0.857,0.117,0.858,10624.41,0.74
RTE_006978,2025-09-15 23:41:19,SHP_001558,CR_02,CAI,JED,Dangerous,3511.44,Standard,FedEx Express,Monsoon,CAO,0,1304.0,5.05,11541.66,0.921,0.247,0.698,18791.48,0.871
RTE_001159,2026-02-04 22:31:28,SHP_000253,CR_01,AUH,JED,Perishable,2631.37,Express,Lufthansa Cargo,Winter,FRO,0,1718.0,4.38,3732.72,0.942,0.384,0.899,13199.2,0.8137
RTE_000129,2025-06-14 16:10:56,SHP_000029,CR_01,PVG,JED,Pharmaceutical,859.55,Express,FedEx Express,Summer,ELM,1,7990.0,15.76,2328.13,0.88,0.483,0.765,7519.53,0.2643
RTE_005246,2025-05-24 12:50:26,SHP_001175,CR_03,JFK,JED,Heavy,10573.81,Economy,Turkish Cargo,Spring,HEA,2,10248.0,33.05,33998.5,0.708,0.08,0.757,39109.99,0.4503
RTE_004008,2025-06-02 17:31:02,SHP_000898,CR_03,BRU,JED,Pharmaceutical,1285.16,Economy,UPS Airlines,Summer,ELI,1,4257.0,15.4,2262.79,0.811,0.452,0.787,6951.17,0.2901
RTE_016805,2025-06-13 07:32:19,SHP_003738,CR_03,BRU,JED,Heavy,12389.5,Standard,Lufthansa Cargo,Summer,HEA,0,4361.0,9.09,39388.77,0.938,0.266,0.783,54771.71,0.6694
RTE_003902,2026-02-17 00:37:35,SHP_000875,CR_02,CAI,JED,Pharmaceutical,771.88,Standard,Lufthansa Cargo,Winter,ELI,1,1145.0,9.37,992.31,0.794,0.423,0.98,3733.96,0.4972
RTE_009200,2025-12-07 04:52:02,SHP_002052,CR_02,AMS,JED,Pharmaceutical,619.71,Standard,Emirates SkyCargo,Winter,ELM,1,4775.0,14.56,1611.2,0.881,0.045,0.513,6430.86,0.2548
RTE_000124,2025-04-10 05:37:38,SHP_000028,CR_01,BOM,JED,Heavy,4765.6,Standard,FedEx Express,Spring,HEA,1,3746.0,12.91,11932.37,0.775,0.641,0.758,20257.18,0.3207
RTE_001248,2025-03-26 04:05:57,SHP_000273,CR_02,AMS,JED,Perishable,1753.93,Express,Singapore Airlines Cargo,Spring,ICE,2,4605.0,20.86,2578.62,0.836,0.269,0.752,10421.07,0.2879
RTE_000821,2025-07-17 00:29:10,SHP_000178,CR_02,HKG,JED,Dangerous,2912.26,Standard,Saudia Cargo,Summer,CAO,0,6194.0,12.52,5619.72,0.953,0.272,0.86,16294.29,0.6436
RTE_017797,2025-04-28 14:41:30,SHP_003964,CR_01,PVG,JED,Valuable,754.75,Standard,Singapore Airlines Cargo,Spring,VAL,0,8096.0,14.46,2420.78,0.953,0.304,0.684,8432.76,0.857
RTE_013707,2025-05-14 15:11:57,SHP_003046,CR_05,NBO,JED,General,2093.72,Standard,Cargolux,Spring,GEN,0,2813.0,6.85,5382.33,0.933,0.347,0.766,9415.46,0.5895
RTE_009726,2025-10-07 11:33:55,SHP_002172,CR_02,DOH,JED,Heavy,14000.38,Standard,Lufthansa Cargo,Monsoon,HEA,0,1348.0,5.9,35212.42,0.952,0.03,0.616,54627.28,0.7831
RTE_006203,2025-10-14 03:25:51,SHP_001382,CR_05,LHR,JED,Pharmaceutical,617.41,Standard,UPS Airlines,Monsoon,ELM,1,4554.0,17.67,1296.63,0.834,0.15,0.772,5969.37,0.3101
RTE_017798,2025-04-28 14:41:30,SHP_003964,CR_02,PVG,JED,Valuable,754.75,Standard,Turkish Cargo,Spring,VAL,2,8113.0,21.67,1988.93,0.829,0.152,0.778,4261.83,0.3882
RTE_005377,2025-08-08 07:00:34,SHP_001203,CR_03,BRU,JED,Heavy,11782.17,Standard,Qatar Airways Cargo,Summer,HEA,0,4405.0,8.27,23552.07,0.894,0.494,0.814,51329.07,0.5816
RTE_010425,2025-03-14 12:06:14,SHP_002324,CR_02,ORD,JED,Valuable,296.8,Standard,Etihad Cargo,Spring,VAL,1,10755.0,23.29,892.68,0.783,0.535,0.726,2419.03,0.5504
RTE_012311,2025-10-25 17:34:22,SHP_002739,CR_03,JNB,JED,General,2464.19,Standard,Etihad Cargo,Monsoon,GEN,0,6364.0,9.97,4238.29,0.941,0.322,0.789,9666.91,0.9665
RTE_009332,2025-11-05 01:41:41,SHP_002082,CR_02,FRA,JED,Heavy,5472.42,Economy,Saudia Cargo,Monsoon,HEA,1,4252.0,13.5,8522.93,0.876,0.123,0.827,18316.67,0.9754
RTE_013540,2025-06-16 17:14:44,SHP_003012,CR_04,CAI,JED,Pharmaceutical,1388.85,Standard,Qatar Airways Cargo,Summer,ELM,1,1217.0,9.38,1772.46,0.864,0.163,0.878,7356.5,0.4896
RTE_002333,2026-01-07 08:21:26,SHP_000521,CR_02,DEL,JED,General,3436.77,Standard,Emirates SkyCargo,Winter,GEN,2,3959.0,23.35,8204.78,0.755,0.312,0.617,11309.92,0.4042
RTE_009827,2025-10-07 11:09:48,SHP_002194,CR_02,SIN,JED,Pharmaceutical,1990.51,Express,Qatar Airways Cargo,Monsoon,ELM,2,7134.0,16.97,7000.14,0.83,0.135,0.627,11345.9,0.4146
RTE_020117,2025-05-04 17:06:10,SHP_004476,CR_03,DXB,JED,Dangerous,99.9,Standard,Qatar Airways Cargo,Spring,CAO,1,1660.0,11.45,186.46,0.821,0.37,0.812,2835.36,0.4067
RTE_004049,2025-10-05 06:19:53,SHP_000907,CR_02,LAX,JED,Heavy,13565.48,Standard,Turkish Cargo,Monsoon,HEA,0,13476.0,20.01,41085.58,0.928,0.354,0.659,76454.99,0.8443
RTE_019386,2026-02-13 13:30:53,SHP_004314,CR_03,BRU,JED,General,2486.12,Express,Lufthansa Cargo,Winter,GEN,1,4520.0,9.99,7324.22,0.877,0.28,0.78,11200.54,0.7642
RTE_014350,2025-03-03 16:07:44,SHP_003187,CR_06,ADD,JED,Heavy,8983.93,Standard,Emirates SkyCargo,Spring,HEA,0,1773.0,5.37,14511.36,0.954,0.251,0.769,37431.36,0.5448
RTE_002949,2025-06-16 20:02:43,SHP_000661,CR_04,HKG,JED,Perishable,101.48,Express,UPS Airlines,Summer,ICE,0,6381.0,9.93,311.4,0.985,0.248,0.844,3078.82,0.7577
RTE_014677,2025-06-04 08:37:15,SHP_003259,CR_05,JNB,JED,General,1282.51,Standard,Etihad Cargo,Summer,GEN,0,6400.0,11.21,4445.95,0.963,0.104,0.646,5195.14,0.99
RTE_005454,2025-03-01 12:07:02,SHP_001219,CR_03,PVG,JED,Valuable,575.74,Standard,Lufthansa Cargo,Spring,VAL,2,7937.0,23.01,1896.33,0.712,0.307,0.762,6135.2,0.1316
RTE_018413,2025-04-07 10:24:36,SHP_004104,CR_05,BRU,JED,Perishable,1500.19,Express,Etihad Cargo,Spring,PER,2,4270.0,21.95,3468.56,0.865,0.385,0.84,6894.29,0.5107
RTE_020637,2025-09-19 19:32:29,SHP_004590,CR_01,HKG,JED,Perishable,567.68,Economy,Singapore Airlines Cargo,Monsoon,PER,1,6372.0,17.77,1821.19,0.793,0.381,0.469,2305.4,0.9196
RTE_009353,2025-06-08 07:05:52,SHP_002087,CR_04,MIA,JED,General,2720.89,Standard,FedEx Express,Summer,GEN,1,11653.0,27.57,6264.69,0.889,0.137,0.678,14120.17,0.4542
RTE_018647,2025-07-16 23:51:55,SHP_004156,CR_05,IST,JED,Dangerous,1424.85,Standard,Etihad Cargo,Summer,DGR,1,2478.0,11.39,4091.57,0.859,0.235,0.649,8930.7,0.852
RTE_014303,2025-11-15 01:55:07,SHP_003177,CR_02,ICN,JED,General,3881.89,Standard,Singapore Airlines Cargo,Monsoon,GEN,1,8502.0,20.26,10584.77,0.81,0.686,0.737,16059.58,0.3758
RTE_008285,2025-05-23 18:21:14,SHP_001846,CR_02,RUH,JED,Heavy,11000.55,Standard,Lufthansa Cargo,Spring,HEA,2,852.0,15.54,16387.22,0.719,0.562,0.829,34950.55,0.2717
RTE_001359,2026-02-27 03:08:04,SHP_000299,CR_05,AUH,JED,General,1810.36,Economy,Emirates SkyCargo,Winter,GEN,1,1718.0,12.1,5365.21,0.78,0.435,0.506,5727.42,0.5238
RTE_000897,2025-07-25 23:16:34,SHP_000195,CR_05,JFK,JED,General,4878.99,Express,Lufthansa Cargo,Summer,GEN,1,10307.0,22.44,14546.52,0.828,0.274,0.892,25196.97,0.3409
RTE_000964,2025-06-21 11:47:34,SHP_000209,CR_03,FRA,JED,Heavy,2790.31,Standard,Lufthansa Cargo,Summer,HEA,1,4221.0,14.54,5156.52,0.824,0.261,0.864,11224.51,0.9807
RTE_009569,2025-03-22 23:47:38,SHP_002136,CR_03,CAI,JED,General,4903.47,Standard,Etihad Cargo,Spring,GEN,1,1076.0,9.26,14707.25,0.825,0.605,0.769,13818.06,0.5397
RTE_003015,2026-01-14 05:06:17,SHP_000677,CR_02,AUH,JED,General,2455.39,Economy,Singapore Airlines Cargo,Winter,GEN,1,1754.0,9.99,3483.72,0.767,0.196,0.815,9455.24,0.4218
RTE_014625,2025-06-15 18:38:04,SHP_003247,CR_01,FRA,JED,Dangerous,975.53,Express,Cargolux,Summer,CAO,0,4256.0,8.72,2714.12,0.988,0.179,0.629,10296.61,0.7391
RTE_001960,2025-08-05 16:02:23,SHP_000436,CR_01,FRA,JED,Heavy,14413.58,Standard,Emirates SkyCargo,Summer,HEA,0,4206.0,9.04,37245.26,0.945,0.093,0.739,63548.01,0.6843
RTE_014367,2026-01-22 18:08:05,SHP_003191,CR_03,PVG,JED,Heavy,2705.33,Standard,Singapore Airlines Cargo,Winter,HEA,1,7963.0,22.21,6131.3,0.835,0.27,0.677,14591.83,0.2936
RTE_004227,2025-10-13 18:42:01,SHP_000947,CR_03,PVG,JED,Dangerous,1913.65,Standard,Emirates SkyCargo,Monsoon,DGR,1,7945.0,20.53,5574.62,0.769,0.455,0.79,12391.94,0.063
RTE_014102,2025-09-19 16:16:10,SHP_003133,CR_04,BRU,JED,Heavy,9414.0,Economy,Turkish Cargo,Monsoon,HEA,1,4367.0,14.23,19963.79,0.809,0.317,0.84,32960.13,0.3294
RTE_007553,2025-11-02 01:29:07,SHP_001683,CR_01,IST,JED,Heavy,2729.98,Standard,Turkish Cargo,Monsoon,HEA,0,2360.0,6.98,7051.69,0.912,0.541,0.706,12735.98,0.7684
RTE_003729,2026-01-03 21:20:39,SHP_000836,CR_04,RUH,JED,General,2685.33,Express,Emirates SkyCargo,Winter,GEN,1,1030.0,8.0,7769.05,0.852,0.475,0.98,9787.98,0.3734
RTE_012621,2025-06-15 13:58:09,SHP_002809,CR_03,HKG,JED,Valuable,706.8,Express,Etihad Cargo,Summer,VAL,2,6432.0,17.17,1647.1,0.804,0.185,0.69,6476.54,0.4658
RTE_014582,2025-07-08 16:07:13,SHP_003238,CR_01,ICN,JED,Heavy,11479.62,Standard,Etihad Cargo,Summer,HEA,0,8377.0,14.3,41385.61,0.897,0.497,0.554,58760.54,0.5762
RTE_007572,2025-07-22 05:56:33,SHP_001687,CR_01,IST,JED,Valuable,839.58,Standard,Qatar Airways Cargo,Summer,VAL,0,2415.0,7.54,1462.71,0.948,0.21,0.619,8103.57,0.6466
RTE_002542,2025-04-08 14:56:28,SHP_000571,CR_02,SIN,JED,Perishable,593.41,Express,Etihad Cargo,Spring,ICE,0,7119.0,13.58,808.99,0.979,0.506,0.695,7018.31,0.6371
RTE_003078,2025-04-14 02:19:36,SHP_000690,CR_03,ICN,JED,Valuable,82.91,Standard,FedEx Express,Spring,VAL,0,8377.0,13.05,142.51,0.962,0.058,0.696,1557.01,0.99
RTE_006629,2025-04-20 14:15:29,SHP_001480,CR_01,DEL,JED,Dangerous,1648.72,Standard,Etihad Cargo,Spring,DGR,0,3903.0,9.61,3717.02,0.935,0.236,0.672,10982.46,0.5425
RTE_008724,2025-12-03 00:51:03,SHP_001943,CR_06,AUH,JED,Valuable,53.36,Standard,Turkish Cargo,Winter,VAL,0,1663.0,3.56,123.48,0.97,0.275,0.772,4453.89,0.659
RTE_013489,2025-05-05 00:20:49,SHP_003001,CR_03,ICN,JED,General,4625.5,Express,Cargolux,Spring,GEN,1,8437.0,17.04,7711.02,0.859,0.089,0.914,22660.83,0.4206
RTE_011769,2025-04-23 15:11:11,SHP_002622,CR_03,HKG,JED,Heavy,14194.87,Standard,Turkish Cargo,Spring,HEA,2,6173.0,24.41,27202.89,0.687,0.176,0.84,50152.49,0.3471
RTE_000931,2025-06-15 06:34:22,SHP_000202,CR_02,AMS,JED,General,1948.06,Standard,Etihad Cargo,Summer,GEN,1,4615.0,14.68,2895.01,0.862,0.197,0.813,6266.23,0.3344
